ResponseId,Init,Title,id,sameanswer,answer,clean_answer,varnum,clean_answer_finer,final_answer,review_notes,fullquestion,abbr,Group,clean_group,ESnum,qnum,ES,survey_order,qa_note,rev1init,rev2init,revorder,keep,ctw_notes
R_PHulZzM2LZv9eTv,TK,Global evidence of positive impacts of freshwater biodiversity on fishery yields,Q18,FALSE,"Kremen Topic 1 : ESPs,Kremen Topic 2 : Community structure influencing function","Kremen Topic 1 : ESPs,Kremen Topic 2 : Community structure influencing function,Kremen Topic 3 : Environmental factors that influence provision (env. drivers not including human drivers),Kremen Topic 4 : Scale",,,,,Q13: Which of Kremen's Topics does this paper address?,KremenTopics,,,,Q13,,206,Added KT3 based on environmental driver and no KT3 checked; appended KT 4:Scale (has multi time or spatial scale but KT 4 not checked),LD,TK,2,0,
R_1JQHDAYFWcs4yEt,LD,Global evidence of positive impacts of freshwater biodiversity on fishery yields,Q22,FALSE,Mentioned or discussed but not measured,Mentioned or discussed but not measured,,,,,Q16: Are there explicit discussions of thresholds required for the provisioning of the ES discussed?,Thresholds,,,,Q16,,210,,LD,TK,1,1,
R_PHulZzM2LZv9eTv,TK,Global evidence of positive impacts of freshwater biodiversity on fishery yields,Q22,FALSE,No,No,,,,,Q16: Are there explicit discussions of thresholds required for the provisioning of the ES discussed?,Thresholds,,,,Q16,,210,,LD,TK,2,0,
R_32486uJXjAWzR26,LD,Using citizen scientists to measure an ecosystem service nationwide,Q25.1_8_1,TRUE,dung decomposition,dung decomposition,1,TEST_VALUE,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Formation, protection, and decontamination of soils and sediments [e.g deco... - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control] - Response 1: Separate by commas",Response,,,8,Q12,SoilProtect,73,,LD,TK,1,1,
R_3QXJSMkNbmrftx5,TK,Using citizen scientists to measure an ecosystem service nationwide,Q25.1_8_1,TRUE,dung decomposition,dung decomposition,1,TEST_VALUE,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Formation, protection, and decontamination of soils and sediments [e.g deco... - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control] - Response 1: Separate by commas",Response,,,8,Q12,SoilProtect,73,,LD,TK,2,0,
R_32486uJXjAWzR26,LD,Using citizen scientists to measure an ecosystem service nationwide,Q25.2_8,FALSE,Other,Other,1,Other,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",Driver,Env,Env,8,Q12,SoilProtect,98,,LD,TK,1,1,
R_3QXJSMkNbmrftx5,TK,Using citizen scientists to measure an ecosystem service nationwide,Q25.2_8,FALSE,,,,,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",Driver,Env,,8,Q12,SoilProtect,98,,LD,TK,2,0,
R_32486uJXjAWzR26,LD,Using citizen scientists to measure an ecosystem service nationwide,Q25.4_8,TRUE,Service Provider (Q17),Other,2,Other,,,"Q12: Which Ecosystem Services were considered?  - Biotic Driver - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",Driver,Bio,Bio,8,Q12,SoilProtect,130,Appended 'Other' to Driver (Other driver entered but 'Other' not checked),LD,TK,1,1,
R_32486uJXjAWzR26,LD,Using citizen scientists to measure an ecosystem service nationwide,Q25.4_8,TRUE,Service Provider (Q17),Service Provider (Q17),1,Service provider identity,,,"Q12: Which Ecosystem Services were considered?  - Biotic Driver - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",Driver,Bio,Bio,8,Q12,SoilProtect,130,,LD,TK,1,1,
R_3QXJSMkNbmrftx5,TK,Using citizen scientists to measure an ecosystem service nationwide,Q25.4_8,TRUE,Service Provider (Q17),Service Provider (Q17),1,Service provider identity,,,"Q12: Which Ecosystem Services were considered?  - Biotic Driver - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",Driver,Bio,Bio,8,Q12,SoilProtect,130,,LD,TK,2,0,
R_32486uJXjAWzR26,LD,Using citizen scientists to measure an ecosystem service nationwide,Q25.5_8,FALSE,Proxy for ES,Proxy for ES,,,,,"Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",Yclass,,,8,Q12,SoilProtect,146,,LD,TK,1,1,
R_3QXJSMkNbmrftx5,TK,Using citizen scientists to measure an ecosystem service nationwide,Q25.5_8,FALSE,ES,ES,,,,,"Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",Yclass,,,8,Q12,SoilProtect,146,,LD,TK,2,0,
R_32486uJXjAWzR26,LD,Using citizen scientists to measure an ecosystem service nationwide,Q25.8_8,TRUE,+,+,,,,,"Q12: Which Ecosystem Services were considered?  - Direction of Biotic Driver Relationship - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",EffectDirect,Bio,,8,Q12,SoilProtect,194,,LD,TK,1,1,
R_3QXJSMkNbmrftx5,TK,Using citizen scientists to measure an ecosystem service nationwide,Q25.8_8,TRUE,+,+,,,,,"Q12: Which Ecosystem Services were considered?  - Direction of Biotic Driver Relationship - Formation, protection, and decontamination of soils and sediments [e.g decomposition, erosion control]",EffectDirect,Bio,,8,Q12,SoilProtect,194,,LD,TK,2,0,
R_32486uJXjAWzR26,LD,Using citizen scientists to measure an ecosystem service nationwide,Q17,TRUE,rainfall,rainfall,1,Climate,,,List Other Environmental Driver from Q12 (sep. with commas),OtherDriver,Env,Env,8,Q12,SoilProtect,203.08,Infilled ES from Driver where 'Other' specified,LD,TK,1,,
R_32486uJXjAWzR26,LD,Using citizen scientists to measure an ecosystem service nationwide,Q26,TRUE,"Aphodius beetles, earthworms",Aphodius beetles,1,Service provider identity,,,List Other Biotic Driver from Q12 (sep. with commas),OtherDriver,Bio,Bio,8,Q12,SoilProtect,205.08,Infilled ES from Driver where 'Other' specified,LD,TK,1,,
R_32486uJXjAWzR26,LD,Using citizen scientists to measure an ecosystem service nationwide,Q26,TRUE,"Aphodius beetles, earthworms",earthworms,2,Service provider abundance,,,List Other Biotic Driver from Q12 (sep. with commas),OtherDriver,Bio,Bio,8,Q12,SoilProtect,205.08,Infilled ES from Driver where 'Other' specified,LD,TK,1,,
R_32486uJXjAWzR26,LD,Using citizen scientists to measure an ecosystem service nationwide,Q18,FALSE,Kremen Topic 1 : ESPs,"Kremen Topic 1 : ESPs,Kremen Topic 3 : Environmental factors that influence provision (env. drivers not including human drivers),Kremen Topic 4 : Scale",,,,,Q13: Which of Kremen's Topics does this paper address?,KremenTopics,,,,Q13,,206,Added KT3 based on environmental driver and no KT3 checked; appended KT 4:Scale (has multi time or spatial scale but KT 4 not checked),LD,TK,1,1,
R_3QXJSMkNbmrftx5,TK,Using citizen scientists to measure an ecosystem service nationwide,Q18,FALSE,"Kremen Topic 1 : ESPs,Kremen Topic 2 : Community structure influencing function,Kremen Topic 3 : Environmental factors that influence provision (env. drivers, not including human drivers))","Kremen Topic 1 : ESPs,Kremen Topic 2 : Community structure influencing function,Kremen Topic 4 : Scale",,,,,Q13: Which of Kremen's Topics does this paper address?,KremenTopics,,,,Q13,,206,Removed KT3 based on lack of environmental driver; appended KT 4:Scale (has multi time or spatial scale but KT 4 not checked),LD,TK,2,0,
R_32486uJXjAWzR26,LD,Using citizen scientists to measure an ecosystem service nationwide,Q19,FALSE,"Multiple ESP species [e.g., multiple focal ESP species]","Multiple ESP species [e.g., multiple focal ESP species]",,,,,"Q14: If the study incorporates a 'Service Provider', which service provider(s) does it utilize?",ESP_type,,,,Q14,,207,,LD,TK,1,1,
R_3QXJSMkNbmrftx5,TK,Using citizen scientists to measure an ecosystem service nationwide,Q19,FALSE,"Multiple ESP species [e.g., multiple focal ESP species],Across species  [e.g. community structure, diversity]","Multiple ESP species [e.g., multiple focal ESP species],Across species  [e.g. community structure, diversity]",,,,,"Q14: If the study incorporates a 'Service Provider', which service provider(s) does it utilize?",ESP_type,,,,Q14,,207,,LD,TK,2,0,
R_1JUR42uFvFRgJC8,LD,Wetlands in agricultural landscapes for nitrogen attenuation and biodiversity enhancement: Opportunities and limitations,Q7,FALSE,"Yes (e.g., a site sampled multiple points in time, a model with dynamics)","Yes (e.g., a site sampled multiple points in time, a model with dynamics)",,,,,Q7: Does the study quantify trends over time?,TimeTrends,,,,Q7,,29,,LD,TK,1,1,"CTW skimmed paper, there is definitely a time component. Defer to LD answer"
R_1Ii1tA7vhIY11FI,TK,Wetlands in agricultural landscapes for nitrogen attenuation and biodiversity enhancement: Opportunities and limitations,Q7,FALSE,No,No,,,,,Q7: Does the study quantify trends over time?,TimeTrends,,,,Q7,,29,,LD,TK,2,0,
R_1JUR42uFvFRgJC8,LD,Wetlands in agricultural landscapes for nitrogen attenuation and biodiversity enhancement: Opportunities and limitations,Q8,FALSE,2–5 years,2–5 years,,,2-5 years,,Q7b: How many years of data were used for the study?,YrsData,,,,Q7,,30,,LD,TK,1,1,Runs 2003-2006
R_1Ii1tA7vhIY11FI,TK,Wetlands in agricultural landscapes for nitrogen attenuation and biodiversity enhancement: Opportunities and limitations,Q8,FALSE,,,,,,,Q7b: How many years of data were used for the study?,YrsData,,,,Q7,,30,,LD,TK,2,0,
R_1JUR42uFvFRgJC8,LD,Wetlands in agricultural landscapes for nitrogen attenuation and biodiversity enhancement: Opportunities and limitations,Q25.1_3_1,FALSE,nitrous oxide emission,nitrous oxide emission,1,pollution/water quality/air quality,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of air quality [e.g. levels of sulphur oxide, nitrogen oxides (N... - Regulation of air quality [e.g. levels of sulphur oxide, nitrogen oxides (NOx), filtration of pollutants] - Response 1: Separate by commas",Response,,,3,Q12,AQReg,63,,LD,TK,1,1,
R_1Ii1tA7vhIY11FI,TK,Wetlands in agricultural landscapes for nitrogen attenuation and biodiversity enhancement: Opportunities and limitations,Q25.1_3_1,FALSE,Nitrous oxide emissions,Nitrous oxide emissions,1,pollution/water quality/air quality,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of air quality [e.g. levels of sulphur oxide, nitrogen oxides (N... - Regulation of air quality [e.g. levels of sulphur oxide, nitrogen oxides (NOx), filtration of pollutants] - Response 1: Separate by commas",Response,,,3,Q12,AQReg,63,,LD,TK,2,0,
R_1JUR42uFvFRgJC8,LD,Wetlands in agricultural landscapes for nitrogen attenuation and biodiversity enhancement: Opportunities and limitations,Q25.1_7_1,FALSE,denitrification,denitrification,1,aquatic biogeochemistry,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of freshwater and coastal water quality [e.g. filtration of part... - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals] - Response 1: Separate by commas",Response,,,7,Q12,coastWQReg,71,,LD,TK,1,1,
R_1Ii1tA7vhIY11FI,TK,Wetlands in agricultural landscapes for nitrogen attenuation and biodiversity enhancement: Opportunities and limitations,Q25.1_7_1,FALSE,,,,,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of freshwater and coastal water quality [e.g. filtration of part... - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals] - Response 1: Separate by commas",Response,,,7,Q12,coastWQReg,71,,LD,TK,2,0,
R_1JUR42uFvFRgJC8,LD,Wetlands in agricultural landscapes for nitrogen attenuation and biodiversity enhancement: Opportunities and limitations,Q25.2_3,TRUE,Other,Other,1,Other,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Regulation of air quality [e.g. levels of sulphur oxide, nitrogen oxides (NOx), filtration of pollutants]",Driver,Env,Env,3,Q12,AQReg,93,,LD,TK,1,1,
R_1Ii1tA7vhIY11FI,TK,Wetlands in agricultural landscapes for nitrogen attenuation and biodiversity enhancement: Opportunities and limitations,Q25.2_3,TRUE,Other,Other,1,Other,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Regulation of air quality [e.g. levels of sulphur oxide, nitrogen oxides (NOx), filtration of pollutants]",Driver,Env,Env,3,Q12,AQReg,93,,LD,TK,2,0,
R_1JUR42uFvFRgJC8,LD,Wetlands in agricultural landscapes for nitrogen attenuation and biodiversity enhancement: Opportunities and limitations,Q25.2_7,FALSE,Other,Other,1,Other,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",Driver,Env,Env,7,Q12,coastWQReg,97,,LD,TK,1,1,
R_1Ii1tA7vhIY11FI,TK,Wetlands in agricultural landscapes for nitrogen attenuation and biodiversity enhancement: Opportunities and limitations,Q25.2_7,FALSE,,,,,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",Driver,Env,,7,Q12,coastWQReg,97,,LD,TK,2,0,
R_1JUR42uFvFRgJC8,LD,Wetlands in agricultural landscapes for nitrogen attenuation and biodiversity enhancement: Opportunities and limitations,Q25.5_3,FALSE,Proxy for ES,Proxy for ES,,,,,"Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Regulation of air quality [e.g. levels of sulphur oxide, nitrogen oxides (NOx), filtration of pollutants]",Yclass,,,3,Q12,AQReg,141,,LD,TK,1,1,
R_1Ii1tA7vhIY11FI,TK,Wetlands in agricultural landscapes for nitrogen attenuation and biodiversity enhancement: Opportunities and limitations,Q25.5_3,FALSE,EF,EF,,,,,"Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Regulation of air quality [e.g. levels of sulphur oxide, nitrogen oxides (NOx), filtration of pollutants]",Yclass,,,3,Q12,AQReg,141,,LD,TK,2,0,
R_1JUR42uFvFRgJC8,LD,Wetlands in agricultural landscapes for nitrogen attenuation and biodiversity enhancement: Opportunities and limitations,Q25.5_7,FALSE,EF,EF,,,,,"Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",Yclass,,,7,Q12,coastWQReg,145,,LD,TK,1,1,
R_1Ii1tA7vhIY11FI,TK,Wetlands in agricultural landscapes for nitrogen attenuation and biodiversity enhancement: Opportunities and limitations,Q25.5_7,FALSE,,,,,,,"Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",Yclass,,,7,Q12,coastWQReg,145,,LD,TK,2,0,
R_1JUR42uFvFRgJC8,LD,Wetlands in agricultural landscapes for nitrogen attenuation and biodiversity enhancement: Opportunities and limitations,Q25.6_3,FALSE,,,,,-,,"Q12: Which Ecosystem Services were considered?  - Direction of Environmental Driver Relationship - Regulation of air quality [e.g. levels of sulphur oxide, nitrogen oxides (NOx), filtration of pollutants]",EffectDirect,Env,,3,Q12,AQReg,157,,LD,TK,1,1,"CTW reviewed paper, as pH increased, N20 emissions decrease, so negative relationship. LD did not answer question and TK answered positive effect (but may be meant as ""positive"" effect for N20 not off-gassed? regardless, relationship between pH and N20 emissions in study is negative)"
R_1Ii1tA7vhIY11FI,TK,Wetlands in agricultural landscapes for nitrogen attenuation and biodiversity enhancement: Opportunities and limitations,Q25.6_3,FALSE,+,+,,,,,"Q12: Which Ecosystem Services were considered?  - Direction of Environmental Driver Relationship - Regulation of air quality [e.g. levels of sulphur oxide, nitrogen oxides (NOx), filtration of pollutants]",EffectDirect,Env,,3,Q12,AQReg,157,,LD,TK,2,0,"CTW reviewed paper, as pH increased, N20 emissions decrease, so negative relationship. LD did not answer question and TK answered positive effect (but may be meant as ""positive"" effect for N20 not off-gassed? regardless, relationship between pH and N20 emissions in study is negative)"
R_1JUR42uFvFRgJC8,LD,Wetlands in agricultural landscapes for nitrogen attenuation and biodiversity enhancement: Opportunities and limitations,Q17,TRUE,pH,pH,1,Aquatic biogeochemistry,,,List Other Environmental Driver from Q12 (sep. with commas),OtherDriver,Env,Env,3,Q12,AQReg,203.03,Infilled ES from Driver where 'Other' specified,LD,TK,1,1,
R_1Ii1tA7vhIY11FI,TK,Wetlands in agricultural landscapes for nitrogen attenuation and biodiversity enhancement: Opportunities and limitations,Q17,TRUE,pH,pH,1,Aquatic biogeochemistry,,,List Other Environmental Driver from Q12 (sep. with commas),OtherDriver,Env,Env,3,Q12,AQReg,203.03,Infilled ES from Driver where 'Other' specified,LD,TK,2,0,
R_1JUR42uFvFRgJC8,LD,Wetlands in agricultural landscapes for nitrogen attenuation and biodiversity enhancement: Opportunities and limitations,Q17,TRUE,pH,pH,1,Aquatic biogeochemistry,,,List Other Environmental Driver from Q12 (sep. with commas),OtherDriver,Env,Env,7,Q12,coastWQReg,203.07,Infilled ES from Driver where 'Other' specified,LD,TK,1,1,
R_1JUR42uFvFRgJC8,LD,Wetlands in agricultural landscapes for nitrogen attenuation and biodiversity enhancement: Opportunities and limitations,Q18,FALSE,"Kremen Topic 3 : Environmental factors that influence provision (env. drivers, not including human drivers))","Kremen Topic 3 : Environmental factors that influence provision (env. drivers not including human drivers),Kremen Topic 4 : Scale",,,"Kremen Topic 3 : Environmental factors that influence provision (env. drivers not including human drivers),Kremen Topic 4 : Scale",,Q13: Which of Kremen's Topics does this paper address?,KremenTopics,,,,Q13,,206,Appended KT 4:Scale (has multi time or spatial scale but KT 4 not checked),LD,TK,1,1,"Because time component present, scale is a Kremen Topic. Defer to LD answer (LD and TK Kremen Topics answers only differed on scale)"
R_1Ii1tA7vhIY11FI,TK,Wetlands in agricultural landscapes for nitrogen attenuation and biodiversity enhancement: Opportunities and limitations,Q18,FALSE,"Kremen Topic 3 : Environmental factors that influence provision (env. drivers, not including human drivers))",Kremen Topic 3 : Environmental factors that influence provision (env. drivers not including human drivers),,,,,Q13: Which of Kremen's Topics does this paper address?,KremenTopics,,,,Q13,,206,,LD,TK,2,0,
R_1JUR42uFvFRgJC8,LD,Wetlands in agricultural landscapes for nitrogen attenuation and biodiversity enhancement: Opportunities and limitations,Q22,FALSE,No,No,,,,,Q16: Are there explicit discussions of thresholds required for the provisioning of the ES discussed?,Thresholds,,,,Q16,,210,,LD,TK,1,0,
R_1Ii1tA7vhIY11FI,TK,Wetlands in agricultural landscapes for nitrogen attenuation and biodiversity enhancement: Opportunities and limitations,Q22,FALSE,Yes,Yes,,,,,Q16: Are there explicit discussions of thresholds required for the provisioning of the ES discussed?,Thresholds,,,,Q16,,210,,LD,TK,2,1,"CTW skimmed paper, thresholds mentioned re: pH levels and N20 emissions"
R_3OjIH5CZCa9lnQv,TK,Climate and plant controls on soil organic matter in coastal wetlands,Q25.1_1_1,FALSE,,,,,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Habitat creation and maintenance - Response 1: Separate by commas",Response,,,1,Q12,HabCreate,59,,TK,KCG,1,0,
R_3kbwvTet6xMwmLx,KCG,Climate and plant controls on soil organic matter in coastal wetlands,Q25.1_1_1,FALSE,plant productivity,plant productivity,1,TEST_VALUE,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Habitat creation and maintenance - Response 1: Separate by commas",Response,,,1,Q12,HabCreate,59,,TK,KCG,2,1,"KCG answers more complete, CTW reviewed paper briefly and KCG answers seem best"
R_3OjIH5CZCa9lnQv,TK,Climate and plant controls on soil organic matter in coastal wetlands,Q25.1_4_1,TRUE,soil organic matter,soil organic matter,1,TEST_VALUE,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of climate [e.g. biological carbon storage and sequestration; me... - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands] - Response 1: Separate by commas",Response,,,4,Q12,ClimReg,65,,TK,KCG,1,0,
R_3kbwvTet6xMwmLx,KCG,Climate and plant controls on soil organic matter in coastal wetlands,Q25.1_4_1,TRUE,soil organic matter,soil organic matter,1,TEST_VALUE,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of climate [e.g. biological carbon storage and sequestration; me... - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands] - Response 1: Separate by commas",Response,,,4,Q12,ClimReg,65,,TK,KCG,2,1,
R_3OjIH5CZCa9lnQv,TK,Climate and plant controls on soil organic matter in coastal wetlands,Q25.1_7_1,FALSE,,,,,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of freshwater and coastal water quality [e.g. filtration of part... - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals] - Response 1: Separate by commas",Response,,,7,Q12,coastWQReg,71,,TK,KCG,1,0,
R_3kbwvTet6xMwmLx,KCG,Climate and plant controls on soil organic matter in coastal wetlands,Q25.1_7_1,FALSE,salinity,salinity,1,TEST_VALUE,,,"Q12: Which Ecosystem Services were considered?  - Write in the response variable used to approx. ES, or EF proxy - Regulation of freshwater and coastal water quality [e.g. filtration of part... - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals] - Response 1: Separate by commas",Response,,,7,Q12,coastWQReg,71,,TK,KCG,2,1,
R_3OjIH5CZCa9lnQv,TK,Climate and plant controls on soil organic matter in coastal wetlands,Q25.2_1,FALSE,,,,,,,Q12: Which Ecosystem Services were considered?  - Environmental Driver - Habitat creation and maintenance,Driver,Env,,1,Q12,HabCreate,91,,TK,KCG,1,0,
R_3kbwvTet6xMwmLx,KCG,Climate and plant controls on soil organic matter in coastal wetlands,Q25.2_1,FALSE,Climate,Climate,1,Climate,,,Q12: Which Ecosystem Services were considered?  - Environmental Driver - Habitat creation and maintenance,Driver,Env,Env,1,Q12,HabCreate,91,,TK,KCG,2,1,
R_3OjIH5CZCa9lnQv,TK,Climate and plant controls on soil organic matter in coastal wetlands,Q25.2_4,TRUE,Climate,Climate,1,Climate,,,Q12: Which Ecosystem Services were considered?  - Environmental Driver - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Driver,Env,Env,4,Q12,ClimReg,94,,TK,KCG,1,0,
R_3kbwvTet6xMwmLx,KCG,Climate and plant controls on soil organic matter in coastal wetlands,Q25.2_4,TRUE,Climate,Climate,1,Climate,,,Q12: Which Ecosystem Services were considered?  - Environmental Driver - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Driver,Env,Env,4,Q12,ClimReg,94,,TK,KCG,2,1,
R_3OjIH5CZCa9lnQv,TK,Climate and plant controls on soil organic matter in coastal wetlands,Q25.2_7,FALSE,,,,,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",Driver,Env,,7,Q12,coastWQReg,97,,TK,KCG,1,0,
R_3kbwvTet6xMwmLx,KCG,Climate and plant controls on soil organic matter in coastal wetlands,Q25.2_7,FALSE,Climate,Climate,1,Climate,,,"Q12: Which Ecosystem Services were considered?  - Environmental Driver - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",Driver,Env,Env,7,Q12,coastWQReg,97,,TK,KCG,2,1,
R_3OjIH5CZCa9lnQv,TK,Climate and plant controls on soil organic matter in coastal wetlands,Q25.4_4,FALSE,Service Provider (Q17),Service Provider (Q17),1,Service provider identity,,,Q12: Which Ecosystem Services were considered?  - Biotic Driver - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Driver,Bio,Bio,4,Q12,ClimReg,126,,TK,KCG,1,0,
R_3kbwvTet6xMwmLx,KCG,Climate and plant controls on soil organic matter in coastal wetlands,Q25.4_4,FALSE,Other,Other,1,Other,,,Q12: Which Ecosystem Services were considered?  - Biotic Driver - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Driver,Bio,Bio,4,Q12,ClimReg,126,,TK,KCG,2,1,
R_3OjIH5CZCa9lnQv,TK,Climate and plant controls on soil organic matter in coastal wetlands,Q25.5_1,FALSE,,,,,,,Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Habitat creation and maintenance,Yclass,,,1,Q12,HabCreate,139,,TK,KCG,1,0,
R_3kbwvTet6xMwmLx,KCG,Climate and plant controls on soil organic matter in coastal wetlands,Q25.5_1,FALSE,ES,ES,,,,,Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Habitat creation and maintenance,Yclass,,,1,Q12,HabCreate,139,,TK,KCG,2,1,
R_3OjIH5CZCa9lnQv,TK,Climate and plant controls on soil organic matter in coastal wetlands,Q25.5_4,FALSE,Proxy for ES,Proxy for ES,,,,,Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Yclass,,,4,Q12,ClimReg,142,,TK,KCG,1,0,
R_3kbwvTet6xMwmLx,KCG,Climate and plant controls on soil organic matter in coastal wetlands,Q25.5_4,FALSE,ES,ES,,,,,Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],Yclass,,,4,Q12,ClimReg,142,,TK,KCG,2,1,
R_3OjIH5CZCa9lnQv,TK,Climate and plant controls on soil organic matter in coastal wetlands,Q25.5_7,FALSE,,,,,,,"Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",Yclass,,,7,Q12,coastWQReg,145,,TK,KCG,1,0,
R_3kbwvTet6xMwmLx,KCG,Climate and plant controls on soil organic matter in coastal wetlands,Q25.5_7,FALSE,ES,ES,,,,,"Q12: Which Ecosystem Services were considered?  - Paper reported Response 1 as: - Regulation of freshwater and coastal water quality [e.g. filtration of particles, pathogens, excess nutrients, and other chemicals]",Yclass,,,7,Q12,coastWQReg,145,,TK,KCG,2,1,
R_3OjIH5CZCa9lnQv,TK,Climate and plant controls on soil organic matter in coastal wetlands,Q25.6_1,FALSE,,,,,,,Q12: Which Ecosystem Services were considered?  - Direction of Environmental Driver Relationship - Habitat creation and maintenance,EffectDirect,Env,,1,Q12,HabCreate,155,,TK,KCG,1,0,
R_3kbwvTet6xMwmLx,KCG,Climate and plant controls on soil organic matter in coastal wetlands,Q25.6_1,FALSE,+,+,,,,,Q12: Which Ecosystem Services were considered?  - Direction of Environmental Driver Relationship - Habitat creation and maintenance,EffectDirect,Env,,1,Q12,HabCreate,155,,TK,KCG,2,1,
R_3OjIH5CZCa9lnQv,TK,Climate and plant controls on soil organic matter in coastal wetlands,Q25.6_4,FALSE,Mixed,Mixed,,,,,Q12: Which Ecosystem Services were considered?  - Direction of Environmental Driver Relationship - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],EffectDirect,Env,,4,Q12,ClimReg,158,,TK,KCG,1,0,
R_3kbwvTet6xMwmLx,KCG,Climate and plant controls on soil organic matter in coastal wetlands,Q25.6_4,FALSE,+,+,,,,,Q12: Which Ecosystem Services were considered?  - Direction of Environmental Driver Relationship - Regulation of climate [e.g. biological carbon storage and sequestration; methane emissions from wetlands],EffectDirect,Env,,4,Q12,ClimReg,158,,TK,KCG,2,1,
